timesteps,average_return,std
2.071875000000000000e+05,8.661566936159276793e+02,1.255809040087480213e+02
2.085156250000000000e+05,9.153024136780973095e+02,1.214370334686777824e+02
2.098437500000000000e+05,9.260132462941912763e+02,1.204955855037766526e+02
2.111718750000000000e+05,9.667162401942774750e+02,1.259845479925274105e+02
2.125000000000000000e+05,0.000000000000000000e+00,7.957705537261364270e+01
2.138281250000000000e+05,5.287337360219743765e-01,6.821882745158495709e+01
2.151562500000000000e+05,4.403698650149520688e+01,6.972386996839448159e+01
2.164843750000000000e+05,9.028780680050176954e+01,8.451247314663079635e+01
2.178125000000000000e+05,8.138414722267562240e+01,8.975708582328751106e+01
2.191406250000000000e+05,9.040947888437131041e+01,9.799523279803989340e+01
2.204687500000000000e+05,8.044885523061563504e+01,9.871427337335059349e+01
2.217968750000000000e+05,1.309416594470725954e+02,1.077999513538406120e+02
2.231250000000000000e+05,1.201587364847270578e+02,9.226800214229284336e+01
2.244531250000000000e+05,1.374479707449802106e+02,1.085270031881050841e+02
