timesteps,average_return,std
2.988281250000000000e+05,7.395199650074821420e+02,1.466103577337685806e+02
3.001562500000000000e+05,7.422012890534953158e+02,1.455763211103526373e+02
3.014843750000000000e+05,7.688784285052740870e+02,1.422312243706404331e+02
3.028125000000000000e+05,7.989640989845119066e+02,1.396229656830297756e+02
3.041406250000000000e+05,8.180181318936452044e+02,1.433488583322470049e+02
3.054687500000000000e+05,8.227688338165991127e+02,1.440545613878927327e+02
3.067968750000000000e+05,8.426749932396523945e+02,1.418710853521553759e+02
3.081250000000000000e+05,7.737435889964767739e+02,1.558963509915358543e+02
3.094531250000000000e+05,7.664725753854899040e+02,1.421071445577795771e+02
3.107812500000000000e+05,7.764425191925025729e+02,1.497635588618570353e+02
3.121093750000000000e+05,7.409165330192272449e+02,1.403804183404097330e+02
3.134375000000000000e+05,7.088918720631597807e+02,1.371218050987719721e+02
3.147656250000000000e+05,6.944533221271765342e+02,1.441578169551041526e+02
3.160937500000000000e+05,6.523419953245261240e+02,1.376886025904436508e+02
3.174218750000000000e+05,6.742468012635862351e+02,1.443271399592520083e+02
3.187500000000000000e+05,0.000000000000000000e+00,8.778970177569489408e+01
3.200781250000000000e+05,0.000000000000000000e+00,8.789150765909603535e+01
3.214062500000000000e+05,0.000000000000000000e+00,9.727029254135375425e+01
3.227343750000000000e+05,2.570006558134015151e+01,1.006058509578852522e+02
3.240625000000000000e+05,3.034082629447689072e+01,1.068286467196982983e+02
3.253906250000000000e+05,1.019887489813843189e+02,1.026377448077576275e+02
3.267187500000000000e+05,1.204878227808141276e+02,1.140944414745197122e+02
3.280468750000000000e+05,7.315166416229016022e+01,1.199454249395715664e+02
3.293750000000000000e+05,5.705436910220259961e+01,1.312350068522206925e+02
3.307031250000000000e+05,4.508196824354777732e+01,1.222139396293997606e+02
3.320312500000000000e+05,4.452713239597551365e+01,1.206443841022384333e+02
3.333593750000000000e+05,4.745386277684706755e+01,1.259868837236436292e+02
3.346875000000000000e+05,6.038483490733167969e+01,1.389935070519311751e+02
3.360156250000000000e+05,8.043546790386918133e+01,1.322451741028181971e+02
3.373437500000000000e+05,1.418443055686085756e+02,1.352009505359956165e+02
3.386718750000000000e+05,1.772388521249122562e+02,1.293741620878049332e+02
3.400000000000000000e+05,2.113610872604213569e+02,1.481248367191340947e+02
3.413281250000000000e+05,2.278024065981391857e+02,1.368208414487240532e+02
3.426562500000000000e+05,2.522851096317377255e+02,1.350455437539206969e+02
3.439843750000000000e+05,2.794048814786286243e+02,1.311476301560121271e+02
3.453125000000000000e+05,3.039990616581124527e+02,1.432582134466030084e+02
3.466406250000000000e+05,2.744130213671786009e+02,1.292059224734349812e+02
3.479687500000000000e+05,2.682956827539206301e+02,1.335402830971518142e+02
3.492968750000000000e+05,2.349721016252940160e+02,1.292064721952528430e+02
3.506250000000000000e+05,2.270337934321355817e+02,1.329317993538606970e+02
3.519531250000000000e+05,2.533472169011616870e+02,1.161537750402654154e+02
3.532812500000000000e+05,1.967654714774675710e+02,1.328483603621798750e+02
3.546093750000000000e+05,1.968621199422208576e+02,1.104135614470970808e+02
3.559375000000000000e+05,2.188737229288053356e+02,1.144177829162256188e+02
3.572656250000000000e+05,2.498307541868094859e+02,1.234613590400463607e+02
3.585937500000000000e+05,2.548941919423463105e+02,1.057261736056830159e+02
3.599218750000000000e+05,2.336101325530256645e+02,1.183243993815176935e+02
3.612500000000000000e+05,1.856879501391938732e+02,1.132585295463257609e+02
3.625781250000000000e+05,1.934181075294879406e+02,1.080884332105856629e+02
3.639062500000000000e+05,2.166912147580160308e+02,9.947499416879570333e+01
3.652343750000000000e+05,2.253417336999059444e+02,9.905087299242222798e+01
3.665625000000000000e+05,2.487262477283395583e+02,1.007378531737914642e+02
3.678906250000000000e+05,2.724793911680061456e+02,9.037373594356135698e+01
3.692187500000000000e+05,3.228682795957811891e+02,9.643944992584708586e+01
3.705468750000000000e+05,3.629057195824896098e+02,9.419703745121462646e+01
3.718750000000000000e+05,3.783977097811249450e+02,1.006849521574007014e+02
3.732031250000000000e+05,3.663376780800240340e+02,9.392204201967182087e+01
3.745312500000000000e+05,3.966268196642996031e+02,9.825488451084856933e+01
3.758593750000000000e+05,4.004021260978031478e+02,9.716097906694552933e+01
3.771875000000000000e+05,4.317642904978426941e+02,9.914576276566511126e+01
3.785156250000000000e+05,4.121996069284000441e+02,1.054891379797114297e+02
3.798437500000000000e+05,4.298974809199285687e+02,1.075555619663411306e+02
3.811718750000000000e+05,4.372976182879422709e+02,9.844788526967592190e+01
3.825000000000000000e+05,4.744497272559416388e+02,1.089813262038370567e+02
3.838281250000000000e+05,4.623323087214737939e+02,1.054344533796214591e+02
3.851562500000000000e+05,4.324894409453078765e+02,1.146654986769472941e+02
3.864843750000000000e+05,3.904427918066436405e+02,1.116223212046485571e+02
3.878125000000000000e+05,4.073978422460795628e+02,1.164585273388308480e+02
3.891406250000000000e+05,3.962009867442630480e+02,1.147701432148691794e+02
3.904687500000000000e+05,4.069576415786325470e+02,1.310089643364310632e+02
3.917968750000000000e+05,3.979546623754461621e+02,1.277658421001439422e+02
3.931250000000000000e+05,3.817384040244996299e+02,1.203912542000730355e+02
3.944531250000000000e+05,4.320391283984560573e+02,1.342750139189734568e+02
3.957812500000000000e+05,4.675787524829656832e+02,1.336347615304260898e+02
3.971093750000000000e+05,4.594114567639645657e+02,1.451140025069559556e+02
3.984375000000000000e+05,4.756386534093841760e+02,1.330957031823668046e+02
3.997656250000000000e+05,4.849256231767149643e+02,1.346996920484453995e+02
4.010937500000000000e+05,4.382272929613171755e+02,1.464800929335482067e+02
4.024218750000000000e+05,4.534745938193591428e+02,1.425949584158969401e+02
4.037500000000000000e+05,3.985143656953225673e+02,1.405358310846169729e+02
4.050781250000000000e+05,4.020824674068458080e+02,1.441349360681981864e+02
4.064062500000000000e+05,4.162948379950842650e+02,1.563809875586336204e+02
4.077343750000000000e+05,4.192637624133581085e+02,1.458420907757066800e+02
4.090625000000000000e+05,4.537960901062479024e+02,1.530411905977480558e+02
4.103906250000000000e+05,5.087478946116312386e+02,1.543058346389697988e+02
4.117187500000000000e+05,5.364350093497203034e+02,1.504650438250503726e+02
4.130468750000000000e+05,5.940510638891419148e+02,1.554379518090351837e+02
4.143750000000000000e+05,5.982700445032303378e+02,1.402020724768730418e+02
4.157031250000000000e+05,5.970474711765155007e+02,1.546277382639952691e+02
4.170312500000000000e+05,6.296616643299496445e+02,1.589584041314894876e+02
4.183593750000000000e+05,6.389347144589448817e+02,1.488952193904761145e+02
4.196875000000000000e+05,6.538720850590050304e+02,1.458482274038475737e+02
4.210156250000000000e+05,6.376541504919207455e+02,1.460921578113657517e+02
4.223437500000000000e+05,6.147529531364732520e+02,1.552770453071604209e+02
4.236718750000000000e+05,6.155602191426235095e+02,1.469038701599649244e+02
4.250000000000000000e+05,0.000000000000000000e+00,8.638084799520811430e+01
