timesteps,average_return,std
3.107812500000000000e+05,5.971546431736760496e+02,1.794090465359485620e+02
3.121093750000000000e+05,6.069112577745355566e+02,1.789522553539318608e+02
3.134375000000000000e+05,6.299126422596426664e+02,1.726318618431220955e+02
3.147656250000000000e+05,6.191038223535543921e+02,1.725323344209009804e+02
3.160937500000000000e+05,6.050615069268492334e+02,1.640884994828128640e+02
3.174218750000000000e+05,6.382886202380416307e+02,1.567698120206354702e+02
3.187500000000000000e+05,0.000000000000000000e+00,9.246308460386420336e+01
3.200781250000000000e+05,0.000000000000000000e+00,1.122395595702789137e+02
3.214062500000000000e+05,0.000000000000000000e+00,9.298478934528323236e+01
3.227343750000000000e+05,5.018758282065765286e+01,1.006872287552936882e+02
3.240625000000000000e+05,1.016164901802588076e+02,1.045996841210967006e+02
3.253906250000000000e+05,1.461143594467841922e+02,1.052796989641647230e+02
3.267187500000000000e+05,1.625357895606862826e+02,1.091786980019023474e+02
3.280468750000000000e+05,1.969966172142757728e+02,1.100521479881312530e+02
3.293750000000000000e+05,2.235487077438888264e+02,1.243386634998699662e+02
3.307031250000000000e+05,2.325067253392186615e+02,1.169272353039762606e+02
3.320312500000000000e+05,1.988314807227662868e+02,1.270791145518479510e+02
3.333593750000000000e+05,1.890869565905400407e+02,1.178318199571870792e+02
3.346875000000000000e+05,2.048811849355841161e+02,1.315006711623135516e+02
3.360156250000000000e+05,2.193569872515552674e+02,1.336502813346974392e+02
3.373437500000000000e+05,2.192713507285580761e+02,1.321226621919523154e+02
3.386718750000000000e+05,2.359425031646502475e+02,1.224730391674057870e+02
3.400000000000000000e+05,2.414550531451603490e+02,1.259627715939888901e+02
3.413281250000000000e+05,2.796006495680510966e+02,1.199556303755945521e+02
3.426562500000000000e+05,2.819593981042630162e+02,1.194036350972169771e+02
3.439843750000000000e+05,2.633776919936318563e+02,1.292034352708793676e+02
3.453125000000000000e+05,2.712839708740960418e+02,1.097349865252031691e+02
3.466406250000000000e+05,2.772987206553427768e+02,1.081645198155127048e+02
3.479687500000000000e+05,2.916888957239112870e+02,1.067899166264096493e+02
3.492968750000000000e+05,3.244763231304245323e+02,9.588042009169841151e+01
3.506250000000000000e+05,3.078834552598680148e+02,8.751750285941901097e+01
3.519531250000000000e+05,3.475993438833201594e+02,8.864365451888841108e+01
3.532812500000000000e+05,3.882787129428414801e+02,8.840235696943597077e+01
3.546093750000000000e+05,3.969183320576051983e+02,7.304807422920292481e+01
3.559375000000000000e+05,4.142616449662238551e+02,7.088311182264588695e+01
3.572656250000000000e+05,4.216855962050362336e+02,7.044101423810073470e+01
3.585937500000000000e+05,4.060544041456943773e+02,6.476753859839186589e+01
3.599218750000000000e+05,4.325271410446980553e+02,6.899607256503618657e+01
3.612500000000000000e+05,4.225585553106489556e+02,5.035580182071086597e+01
3.625781250000000000e+05,4.371654519930548872e+02,4.881982932963842359e+01
3.639062500000000000e+05,4.664369116790310272e+02,5.509447192096027379e+01
3.652343750000000000e+05,4.957969825520343647e+02,4.512202386574384150e+01
3.665625000000000000e+05,4.994843767506115455e+02,4.921880050805985718e+01
3.678906250000000000e+05,4.977008010604802735e+02,4.192855605977591438e+01
3.692187500000000000e+05,5.061557625217870964e+02,5.501505626008579952e+01
3.705468750000000000e+05,5.381456282114877467e+02,3.271018219336242794e+01
3.718750000000000000e+05,5.811646234916136109e+02,2.793408078487668433e+01
3.732031250000000000e+05,6.399035616337919237e+02,1.730452690812938954e+01
3.745312500000000000e+05,6.459632737565957541e+02,2.450850632553620301e+01
3.758593750000000000e+05,6.473865152651808330e+02,1.424801433476858392e+01
3.771875000000000000e+05,6.650429589927573488e+02,2.647806952917120782e+01
3.785156250000000000e+05,6.883814692965044060e+02,1.971777812255854201e+01
3.798437500000000000e+05,6.454728817963099345e+02,2.679433783925190937e+01
